timestamp,temperature,humidity,cloud_cover,wind_speed,precipitation,solar_output,hour,day_of_week,is_weekend,sin_hour,cos_hour,temp_cloud_interaction,rolling_temp,lag_solar
2024-01-01 00:00:00,18.496714153011236,58.61735698828815,56.19221345251731,8.046059712816051,0.082923312638332,0.0,0,0,0,0.0,1.0,8.103001054449184,0.0,0.0
2024-01-01 01:00:00,22.167403266532595,67.67434729152909,28.2631403516262,6.085120087171929,0.0,0.0,1,0,0,0.25881904510252074,0.9659258262890683,15.902198969001516,0.0,0.0
2024-01-01 02:00:00,23.241962271566035,40.86719755342202,0.0,3.8754249415180544,0.0,6.284946651905478,2,0,0,0.49999999999999994,0.8660254037844387,23.241962271566035,21.30202656370329,0.0
2024-01-01 03:00:00,24.163043736344264,45.87696298664709,76.64121922303886,4.548447399026928,0.2337641023439619,0.0,3,0,0,0.7071067811865476,0.7071067811865476,5.644192415413897,23.190803091480962,6.284946651905478
2024-01-01 04:00:00,26.115871313319204,61.10922589709866,11.22516056444243,5.751396036691344,0.0,0.0,4,0,0,0.8660254037844386,0.5000000000000001,23.184322825595963,24.5069591070765,0.0
2024-01-01 05:00:00,27.057551650661285,78.52278184508938,39.66256938155165,2.8845781420881997,0.6112724560515945,0.0,5,0,0,0.9659258262890683,0.25881904510252074,16.32583145426858,25.778822233441584,0.0
2024-01-01 06:00:00,28.208863595004757,40.40329876120224,6.795348777539239,5.393722471738247,0.5692332899977053,3.42736562379941,6,0,0,1.0,6.123233995736766e-17,26.29197292754389,27.12742885299508,0.0
2024-01-01 07:00:00,27.54360998050244,56.98896304410711,3.0369502408143134,3.5603115832105825,0.0,252.75562682467523,7,0,0,0.9659258262890683,-0.25881904510252063,26.707124250870613,27.60334174205616,3.42736562379941
2024-01-01 08:00:00,27.00387232741285,42.36959844637266,48.10209923486988,4.229835439167367,0.0,281.8893220088413,8,0,0,0.8660254037844387,-0.4999999999999998,14.014442863223154,27.585448634306683,252.75562682467523
2024-01-01 09:00:00,26.102067334361426,69.31280119116198,19.01956191943404,4.381575248297571,0.365631715701782,537.2305628149136,9,0,0,0.7071067811865476,-0.7071067811865475,21.137568475450188,26.88318321409224,281.8893220088413
2024-01-01 10:00:00,22.52082576215471,58.14341023336183,12.341625649849297,2.6075867518386584,0.606262911197099,610.3822027170697,10,0,0,0.49999999999999994,-0.8660254037844387,19.741389753334758,25.208921807976328,537.2305628149136
