timestamp,temperature,humidity,cloud_cover,wind_speed,precipitation,solar_output
2024-01-01 00:00:00,18.496714153011233,58.61735698828815,56.19221345251731,8.046059712816051,0.08292331263833203,0.0
2024-01-01 01:00:00,22.167403266532595,67.67434729152909,28.2631403516262,6.085120087171929,0.0,0.0
2024-01-01 02:00:00,23.241962271566035,40.86719755342202,0.0,3.8754249415180544,0.0,6.284946651905478
2024-01-01 03:00:00,24.163043736344264,45.87696298664709,76.64121922303886,4.548447399026928,0.23376410234396194,0.0
2024-01-01 04:00:00,26.115871313319204,61.10922589709866,11.22516056444243,5.751396036691344,0.0,0.0
2024-01-01 05:00:00,27.057551650661285,78.52278184508938,39.66256938155165,2.8845781420881993,0.6112724560515945,0.0
2024-01-01 06:00:00,28.208863595004754,40.403298761202244,6.795348777539239,5.393722471738247,0.5692332899977053,3.42736562379941
2024-01-01 07:00:00,27.543609980502442,56.98896304410711,3.0369502408143134,3.5603115832105825,0.0,252.75562682467523
2024-01-01 08:00:00,27.00387232741285,42.36959844637266,48.102099234869875,4.229835439167367,0.0,281.8893220088413
2024-01-01 09:00:00,26.102067334361426,69.31280119116198,19.019561919434036,4.381575248297571,0.365631715701782,537.2305628149136
2024-01-01 10:00:00,22.52082576215471,58.14341023336183,12.341625649849295,2.6075867518386584,0.606262911197099,610.3822027170697
2024-01-01 11:00:00,20.516180329444875,70.03532897892023,49.040900626190854,3.7097604907897512,0.38069780275420695,421.3729999081162
2024-01-01 12:00:00,17.964173960890047,75.64643655814007,0.0,6.643805008750448,0.24352353411908562,592.8256516870176
2024-01-01 13:00:00,15.503570325510298,40.124310853991076,34.5082028040622,5.7142251430234925,0.9389470223707581,345.26382427305504
2024-01-01 14:00:00,12.191506397106812,54.982429564154636,62.88505294255185,5.657502219319369,0.0,177.77324339281427
2024-01-01 15:00:00,11.026009737482564,69.68644990532889,22.44867265306619,4.3446757068044635,0.003945923433921195,181.99786406633768
2024-01-01 16:00:00,9.63586623922019,62.610552721798896,40.12783641606152,4.530825733249706,0.0,98.48118861857407
2024-01-01 17:00:00,7.998027220582547,51.97722730778381,35.96785720834977,5.8081017136290765,1.1430929506052652,51.81101331991628
2024-01-01 18:00:00,8.257550390722765,59.25554084233833,0.0,4.946972249101567,0.23011510497051324,49.26484224970576
2024-01-01 19:00:00,8.148380772328192,63.015473423336125,39.132205757368915,2.662643924760936,0.7714114072575102,15.038660653735484
2024-01-01 20:00:00,10.130777909198661,50.906125452052606,75.06985777340248,2.1962978744154382,0.49342854690013516,43.80911251619957
2024-01-01 21:00:00,9.938395863003834,54.33702270397228,42.49128412719103,3.9930486917676014,0.0,1.3712594961205467
2024-01-01 22:00:00,11.93769628627389,64.73592430635182,17.01439414415492,8.09986881003508,0.0,0.0
2024-01-01 23:00:00,16.225326766344462,47.69135683566045,45.68649836510323,7.614285508564857,0.0,3.692677170646084
2024-01-02 00:00:00,18.259882794248423,67.81822871777311,9.07623222804795,2.3590867738314474,0.46097078280844883,5.939693464663721
